datetime_utc,grid_consumption_kwh,grid_injection_kwh,battery_charge_kwh,battery_discharge_kwh,carbon_intensity_gco2_kwh,co2_with_g,co2_without_g,co2_saved_g
2026-01-01T12:30:00Z,66.960147,0.0,66.048978,0.968411,277.323,18569.5888,521.2506,-18048.3381
2026-01-01T12:45:00Z,67.678628,0.0,67.132773,1.341031,271.899,18401.7513,513.0425,-17888.7089
2026-01-01T13:00:00Z,67.561781,0.0,67.497972,1.838017,276.165,18658.1992,525.2177,-18132.9815
2026-01-01T13:15:00Z,66.568945,0.0,67.13276,2.488852,276.478,18404.8487,532.2303,-17872.6184
2026-01-01T13:30:00Z,64.678947,0.0,66.048947,3.327686,275.007,17787.1633,538.3776,-17248.7857
2026-01-01T13:45:00Z,61.890284,0.0,64.281337,4.392447,287.902,17818.3364,576.2053,-17242.1312
2026-01-01T14:00:00Z,58.220388,0.0,61.885871,5.723617,285.142,16601.0777,586.8602,-16014.2175
2026-01-01T14:15:00Z,53.704258,0.0,58.936687,7.362555,282.614,15177.575,602.0033,-14575.5718
2026-01-01T14:30:00Z,48.392712,0.0,55.522312,9.349298,295.053,14278.415,654.9288,-13623.4862
2026-01-01T14:45:00Z,42.350546,0.0,51.741255,11.719833,303.018,12832.9777,705.7665,-12127.2112
2026-01-01T15:00:00Z,35.654811,0.0,47.697321,14.50293,309.27,11026.9633,760.9342,-10266.0291
2026-01-01T15:15:00Z,28.393401,0.0,43.494928,17.716664,310.397,8813.2266,811.731,-8001.4956
2026-01-01T15:30:00Z,20.664014,0.0,39.234746,21.364858,327.246,6762.216,914.3666,-5847.8494
2026-01-01T15:45:00Z,12.573464,0.0,35.009885,25.433722,325.192,4088.79,974.6985,-3114.0914
2026-01-01T16:00:00Z,4.237239,0.0,30.90282,29.889021,330.795,1401.6575,1066.2977,-335.3597
2026-01-01T16:15:00Z,0.0,4.220921,26.983182,34.67411,340.444,-1436.9871,1181.3432,2618.3303
2026-01-01T16:30:00Z,0.0,12.66967,23.306433,39.709169,364.403,-4616.8659,1360.3406,5977.2066
2026-01-01T16:45:00Z,0.0,20.971223,19.913429,44.891917,371.329,-7787.2232,1488.0137,9275.2369
2026-01-01T17:00:00Z,0.0,28.983255,16.830767,50.099957,363.673,-10540.4275,1558.6787,12099.1062
2026-01-01T17:15:00Z,0.0,36.561739,14.07179,55.194832,385.846,-14107.2006,1759.9605,15867.161
2026-01-01T17:30:00Z,0.0,43.564726,11.638109,60.027649,393.115,-17125.9471,1896.707,19022.6541
2026-01-01T17:45:00Z,0.0,49.857021,9.52145,64.446022,386.124,-19250.9923,1956.7031,21207.6954
2026-01-01T18:00:00Z,0.0,55.315488,7.705686,68.301894,401.348,-22200.7604,2119.4064,24320.1668
2026-01-01T18:15:00Z,0.0,59.83464,6.168893,71.459709,410.03,-24533.9974,2237.1961,26771.1936
2026-01-01T18:30:00Z,0.0,63.332055,4.885294,73.804289,412.487,-26123.6494,2304.54,28428.1895
2026-01-01T18:45:00Z,0.0,65.753121,3.827029,75.247801,408.849,-26883.0978,2317.2133,29200.3111
2026-01-01T19:00:00Z,0.0,67.074627,2.965654,75.735218,412.329,-27656.8138,2348.188,30005.0018
2026-01-01T19:15:00Z,0.0,67.306798,2.273352,75.247801,425.879,-28664.5518,2413.7334,31078.2852
2026-01-01T19:30:00Z,0.0,66.493494,1.723854,73.804289,430.513,-28626.3137,2405.2502,31031.5639
2026-01-01T19:45:00Z,0.0,64.710462,1.29307,71.459709,407.933,-26397.533,2225.7545,28623.2876
2026-01-01T20:00:00Z,0.0,62.061705,0.959469,68.301894,408.929,-25378.8309,2159.4395,27538.2705
2026-01-01T20:15:00Z,0.0,58.674219,0.704252,64.446022,400.921,-23523.7264,2031.6877,25555.4141
2026-01-01T20:30:00Z,0.0,54.691492,0.511343,60.027649,407.585,-22291.4316,1966.522,24257.9536
2026-01-01T20:45:00Z,0.0,50.26626,0.367269,55.194832,397.925,-20002.2015,1815.0564,21817.258
2026-01-01T21:00:00Z,0.0,45.55308,0.260942,50.099957,397.406,-18103.0675,1703.2561,19806.3236
2026-01-01T21:15:00Z,0.0,40.701256,0.183396,44.891917,381.408,-15523.7845,1528.4029,17052.1873
2026-01-01T21:30:00Z,0.0,35.848599,0.127504,39.709169,394.574,-14144.925,1472.9709,15617.8959
2026-01-01T21:45:00Z,0.0,31.116413,0.08769,34.67411,373.578,-11624.4075,1296.3182,12920.7256
2026-01-01T22:00:00Z,0.0,26.605926,0.059656,29.889021,372.408,-9908.2598,1200.4341,11108.694
2026-01-01T22:15:00Z,0.0,22.396277,0.040147,25.433722,375.465,-8409.0181,1125.3805,9534.3986
2026-01-01T22:30:00Z,0.0,18.544014,0.026726,21.364858,369.749,-6856.6305,1033.1223,7889.7528
2026-01-01T22:45:00Z,0.0,15.083944,0.0176,17.716664,359.043,-5415.7846,938.9406,6354.7251
2026-01-01T23:00:00Z,0.0,12.031083,0.011465,14.50293,372.168,-4477.584,915.6757,5393.2597
2026-01-01T23:15:00Z,0.0,9.383399,0.007388,11.719833,357.713,-3356.5638,833.1301,4189.6939
2026-01-01T23:30:00Z,0.0,7.125045,0.004709,9.349297,357.577,-2547.7521,793.6575,3341.4096
2026-01-01T23:45:00Z,0.0,5.229762,0.002969,7.362551,348.303,-1821.5417,741.8227,2563.3644
2026-01-02T00:00:00Z,11.094627,0.0,9.284467,0.0,413.039,4582.5136,747.6667,-3834.8468
2026-01-02T00:15:00Z,13.400637,0.0,11.590438,0.0,426.36,5713.4956,771.7967,-4941.6989
2026-01-02T00:30:00Z,16.002987,0.0,14.192711,1e-06,404.983,6480.9375,733.1314,-5747.8061
2026-01-02T00:45:00Z,18.857643,0.0,17.047223,4e-06,423.968,7995.0372,767.5621,-7227.4751
2026-01-02T01:00:00Z,21.895362,0.0,20.084677,1.4e-05,409.083,8957.0206,740.7264,-8216.2942
2026-01-02T01:15:00Z,25.022445,0.0,23.211288,4.1e-05,426.537,10672.9986,772.5429,-9900.4557
2026-01-02T01:30:00Z,28.124164,0.0,26.312206,0.000119,413.665,11633.9824,749.5932,-10884.3892
2026-01-02T01:45:00Z,31.070916,0.0,29.257653,0.000331,420.293,13058.8883,762.2405,-12296.6478
2026-01-02T02:00:00Z,33.726734,0.0,31.911479,0.000878,426.128,14371.9058,773.9055,-13598.0003
2026-01-02T02:15:00Z,35.959433,0.0,34.141383,0.002233,423.444,15226.8063,770.788,-14456.0182
2026-01-02T02:30:00Z,37.651253,0.0,35.829807,0.005437,422.488,15907.2024,771.8361,-15135.3663
2026-01-02T02:45:00Z,38.708669,0.0,36.884242,0.012675,412.789,15978.5129,758.3356,-15220.1773
2026-01-02T03:00:00Z,39.069945,0.0,37.245731,0.028291,421.528,16469.0758,780.8829,-15688.1929
2026-01-02T03:15:00Z,38.709113,0.0,36.894484,0.060468,412.705,15975.4446,773.8618,-15201.5828
2026-01-02T03:30:00Z,37.635468,0.0,35.851889,0.123749,422.759,15910.7329,806.3399,-15104.393
2026-01-02T03:45:00Z,35.888212,0.0,34.178672,0.242499,403.119,14467.2201,786.904,-13680.3161
2026-01-02T04:00:00Z,33.526757,0.0,31.969455,0.455018,413.486,13862.8446,832.066,-13030.7786
2026-01-02T04:15:00Z,30.618195,0.0,29.344457,0.817519,424.578,12999.8121,887.9017,-12111.9104
2026-01-02T04:30:00Z,27.224544,0.0,26.439389,1.406428,417.303,11360.8841,914.5543,-10446.3298
2026-01-02T04:45:00Z,23.39324,0.0,23.394807,2.316796,407.42,9530.874,943.2708,-8587.6033
2026-01-02T05:00:00Z,19.154628,0.0,20.346142,3.654336,429.247,8222.0665,1057.1592,-7164.9073
2026-01-02T05:15:00Z,14.529391,0.0,17.415434,5.519244,429.39,6238.7751,1130.67,-5108.105
2026-01-02T05:30:00Z,9.546702,0.0,14.705487,7.981805,416.7,3978.1108,1176.3526,-2801.7582
2026-01-02T05:45:00Z,4.270468,0.0,12.296732,11.052818,420.075,1793.9167,1271.3793,-522.5374
2026-01-02T06:00:00Z,0.0,1.172812,10.24676,14.655322,426.505,-500.2101,1380.0637,1880.2738
2026-01-02T06:15:00Z,0.0,6.573931,8.592088,18.606647,428.401,-2816.2787,1473.9681,4290.2468
2026-01-02T06:30:00Z,0.0,11.638371,7.351591,22.619933,429.403,-4997.5515,1558.7202,6556.2716
2026-01-02T06:45:00Z,0.0,16.007708,6.530835,26.330855,420.227,-6726.8709,1593.632,8320.5029
2026-01-02T07:00:00Z,0.0,19.305007,6.126644,29.348715,434.839,-8394.5699,1703.2922,10097.8621
2026-01-02T07:15:00Z,0.0,21.196099,6.131278,31.32303,442.281,-9374.632,1767.2014,11141.8334
2026-01-02T07:30:00Z,0.0,21.451985,6.535773,32.010254,428.222,-9186.2119,1722.5212,10908.7331
2026-01-02T07:45:00Z,0.0,19.995312,7.33218,31.323147,427.134,-8540.6778,1706.68,10247.3578
2026-01-02T08:00:00Z,0.0,16.917324,8.514594,29.348986,431.868,-7306.0509,1691.6563,8997.7072
2026-01-02T08:15:00Z,0.0,12.460014,10.079029,26.331363,428.991,-5345.2339,1626.8711,6972.105
2026-01-02T08:30:00Z,0.0,6.968548,12.022298,22.62083,417.167,-2907.0483,1514.3098,4421.3581
2026-01-02T08:45:00Z,0.0,0.827418,14.340119,18.60819,416.289,-344.4451,1432.3059,1776.751
2026-01-02T09:00:00Z,5.602607,0.0,17.024741,14.65793,419.511,2350.3552,1357.4519,-992.9032
2026-01-02T09:15:00Z,12.031822,0.0,20.062353,11.057164,408.423,4914.0727,1236.1465,-3677.9262
2026-01-02T09:30:00Z,18.264785,0.0,23.430579,7.988952,386.503,7059.3942,1091.159,-5968.2352
2026-01-02T09:45:00Z,24.198889,0.0,27.096298,5.530844,388.548,9402.4299,1023.2158,-8379.2141
2026-01-02T10:00:00Z,29.804334,0.0,31.01404,3.672921,389.563,11610.6659,959.5774,-10651.0885
2026-01-02T10:15:00Z,35.094814,0.0,35.125125,2.346189,365.483,12826.5579,846.4142,-11980.1437
2026-01-02T10:30:00Z,40.098019,0.0,39.357696,1.452319,358.561,14377.5859,786.1958,-13591.39
2026-01-02T10:45:00Z,44.83244,0.0,43.627729,0.888247,354.044,15872.6562,740.9994,-15131.6569
2026-01-02T11:00:00Z,49.293401,0.0,47.841014,0.562629,355.507,17524.1493,716.3525,-16807.7968
2026-01-02T11:15:00Z,53.448206,0.0,51.896079,0.404126,348.638,18634.0756,682.0244,-17952.0512
2026-01-02T11:30:00Z,57.238317,0.0,55.687888,0.363391,344.874,19740.0075,660.0271,-19079.9804
2026-01-02T11:45:00Z,60.58589,0.0,59.112153,0.411223,325.989,19750.3338,614.4765,-19135.8573
2026-01-02T12:00:00Z,63.402154,0.0,62.069966,0.535091,321.899,20409.0898,601.0751,-19808.0147
2026-01-02T12:15:00Z,65.595853,0.0,64.472482,0.735545,323.255,21204.1875,600.904,-20603.2836
2026-01-02T12:30:00Z,67.080681,0.0,66.24531,1.023269,322.001,21600.0463,598.4839,-21001.5624
2026-01-02T12:45:00Z,67.781195,0.0,67.332326,1.416996,315.56,21389.0338,588.7924,-20800.2414
2026-01-02T13:00:00Z,67.637113,0.0,67.698611,1.942136,326.647,22093.4602,614.3048,-21479.1554
2026-01-02T13:15:00Z,66.606065,0.0,67.332313,2.629838,320.418,21341.7823,609.9447,-20731.8376
2026-01-02T13:30:00Z,64.664965,0.0,66.245278,3.51619,326.854,21136.0025,632.7491,-20503.2533
2026-01-02T13:45:00Z,61.810244,0.0,64.472414,4.641267,329.351,20357.2658,651.8176,-19705.4482
2026-01-02T14:00:00Z,58.057189,0.0,62.069828,6.047843,324.1,18816.3348,659.6097,-18156.7251
2026-01-02T14:15:00Z,53.438649,0.0,59.111877,7.779623,343.193,18339.7703,722.8999,-17616.8704
2026-01-02T14:30:00Z,48.003413,0.0,55.687352,9.878909,345.326,16576.8267,757.9802,-15818.8465
2026-01-02T14:45:00Z,41.814505,0.0,51.895057,12.383729,344.987,14425.4605,794.5659,-13630.8946
2026-01-02T15:00:00Z,34.947631,0.0,47.839102,15.32448,349.434,12211.8907,850.1764,-11361.7143
2026-01-02T15:15:00Z,27.489958,0.0,43.624217,18.720263,357.352,9823.5915,924.1137,-8899.4778
2026-01-02T15:30:00Z,19.539254,0.0,39.351372,22.575116,375.336,7333.7853,1037.0526,-6296.7327
2026-01-02T15:45:00Z,11.203392,0.0,35.113952,26.87447,378.686,4242.5678,1122.3912,-3120.1765
2026-01-02T16:00:00Z,2.600059,0.0,30.994679,31.582149,399.892,1039.7429,1274.6672,234.9243
2026-01-02T16:15:00Z,0.0,6.14356,27.06339,36.638299,405.702,-2492.4545,1392.1053,3884.5599
2026-01-02T16:30:00Z,0.0,14.891391,23.375711,41.95858,421.623,-6278.5531,1556.412,7834.9651
2026-01-02T16:45:00Z,0.0,23.499672,19.972622,47.434916,427.908,-10055.6977,1695.6375,11751.3352
2026-01-02T17:00:00Z,0.0,31.818993,16.880796,52.937976,444.063,-14129.6376,1882.0219,16011.6595
2026-01-02T17:15:00Z,0.0,39.697355,14.113619,58.321461,443.911,-17622.0926,2002.2549,19624.3475
2026-01-02T17:30:00Z,0.0,46.984277,11.672703,63.428044,455.878,-21419.0984,2175.0227,23594.1211
2026-01-02T17:45:00Z,0.0,53.535857,9.549752,68.096705,465.089,-24898.9381,2330.6054,27229.5435
2026-01-02T18:00:00Z,0.0,59.22052,7.728592,72.171002,472.693,-27993.1254,2468.3506,30461.476
2026-01-02T18:15:00Z,0.0,63.925076,6.18723,75.507698,488.388,-31220.2402,2635.0445,33855.2847
2026-01-02T18:30:00Z,0.0,67.560578,4.899815,77.985091,484.161,-32710.1968,2674.8432,35385.04
2026-01-02T18:45:00Z,0.0,70.067459,3.838405,79.510374,487.553,-34161.5999,2732.4954,36894.0954
2026-01-02T19:00:00Z,0.0,71.41944,2.974469,80.025402,504.408,-36024.5371,2840.5699,38865.107
2026-01-02T19:15:00Z,0.0,71.625754,2.28011,79.510374,489.442,-35056.6525,2743.0823,37799.7348
2026-01-02T19:30:00Z,0.0,70.731414,1.728979,77.985091,501.226,-35452.4238,2769.1222,38221.546
2026-01-02T19:45:00Z,0.0,68.815392,1.296914,75.507698,503.366,-34639.3287,2715.8567,37355.1854
2026-01-02T20:00:00Z,0.0,65.98679,0.962322,72.171002,480.58,-31711.9318,2509.5357,34221.4674
2026-01-02T20:15:00Z,0.0,62.379264,0.706345,68.096705,488.315,-30460.7303,2446.9931,32907.7234
2026-01-02T20:30:00Z,0.0,58.144118,0.512863,63.428044,469.585,-27303.6055,2240.4197,29544.0252
2026-01-02T20:45:00Z,0.0,53.442614,0.368361,58.321461,461.814,-24680.5471,2083.0061,26763.5532
2026-01-02T21:00:00Z,0.0,48.438072,0.261717,52.937976,451.819,-21885.2413,1914.8933,23800.1346
2026-01-02T21:15:00Z,0.0,43.288353,0.183941,47.434916,463.004,-20042.6804,1834.7096,21877.39
2026-01-02T21:30:00Z,0.0,38.139219,0.127883,41.95858,457.184,-17436.6409,1687.6845,19124.3254
2026-01-02T21:45:00Z,0.0,33.119,0.08795,36.638299,436.227,-14447.402,1496.847,15944.2489
2026-01-02T22:00:00Z,0.0,28.334788,0.059834,31.582149,429.416,-12167.4112,1368.7751,13536.1863
2026-01-02T22:15:00Z,0.0,23.870297,0.040267,26.87447,430.02,-10264.7051,1274.539,11539.2441
2026-01-02T22:30:00Z,0.0,19.785321,0.026806,22.575116,437.799,-8661.9936,1209.6341,9871.6277
2026-01-02T22:45:00Z,0.0,16.116624,0.017652,18.720263,418.038,-6737.3614,1081.0404,7818.4019
2026-01-02T23:00:00Z,0.0,12.880009,0.011499,15.32448,428.134,-5514.3696,1041.6382,6556.0078
2026-01-02T23:15:00Z,0.0,10.073219,0.00741,12.383728,433.462,-4366.3577,998.306,5364.6637
2026-01-02T23:30:00Z,0.0,7.679369,0.004723,9.878908,428.927,-3293.8886,941.4157,4235.3043
2026-01-02T23:45:00Z,0.0,5.670548,0.002978,7.779619,411.764,-2334.9275,867.2131,3202.1406
