datetime_utc,grid_consumption_kwh,grid_injection_kwh,battery_charge_kwh,battery_discharge_kwh,carbon_intensity_gco2_kwh,co2_with_g,co2_without_g,co2_saved_g
2026-03-01T06:15:00Z,3.110527,0.0,0.511413,1.042218,221.345,688.4997,805.9908,117.4912
2026-03-01T06:30:00Z,2.963685,0.0,0.437577,1.267015,218.542,647.6897,828.9569,181.2672
2026-03-01T06:45:00Z,2.817986,0.0,0.388724,1.474876,224.246,631.922,875.4872,243.5652
2026-03-01T07:00:00Z,2.682208,0.0,0.364666,1.643916,220.212,590.6544,872.3606,281.7062
2026-03-01T07:15:00Z,2.565088,0.0,0.364942,1.754504,216.184,554.5309,854.9319,300.401
2026-03-01T07:30:00Z,2.472948,0.0,0.389018,1.792997,220.934,546.3583,856.5451,310.1868
2026-03-01T07:45:00Z,2.407868,0.0,0.436421,1.75451,219.621,528.8184,818.2985,289.48
2026-03-01T08:00:00Z,2.36702,0.0,0.5068,1.643931,215.668,510.4904,755.7332,245.2428
2026-03-01T08:15:00Z,2.343432,0.0,0.599917,1.474904,220.12,515.8362,708.4384,192.6022
2026-03-01T08:30:00Z,2.327936,0.0,0.715583,1.267065,219.941,512.0086,633.3022,121.2936
2026-03-01T08:45:00Z,2.311663,0.0,0.853543,1.042305,212.039,490.1627,530.1875,40.0248
2026-03-01T09:00:00Z,2.2883,0.0,1.013335,0.821038,206.527,472.5957,432.881,-39.7146
2026-03-01T09:15:00Z,2.255467,0.0,1.194138,0.619347,208.913,471.1963,351.115,-120.0813
2026-03-01T09:30:00Z,2.214911,0.0,1.394619,0.447487,206.797,458.0369,262.1727,-195.8642
2026-03-01T09:45:00Z,2.171614,0.0,1.612808,0.3098,197.326,428.5159,171.3987,-257.1173
2026-03-01T10:00:00Z,2.132213,0.0,1.845997,0.205732,197.04,420.1313,96.9335,-323.1978
2026-03-01T10:15:00Z,2.103254,0.0,2.090694,0.131418,188.986,397.4856,27.2097,-370.2759
2026-03-01T10:30:00Z,2.089732,0.0,2.342623,0.081349,184.181,384.889,-31.5946,-416.4837
2026-03-01T10:45:00Z,2.094195,0.0,2.596781,0.049754,188.192,394.1107,-85.2194,-479.3301
2026-03-01T11:00:00Z,2.116468,0.0,2.847561,0.031515,179.999,380.9622,-125.9234,-506.8856
2026-03-01T11:15:00Z,2.153913,0.0,3.088924,0.022636,176.344,379.8297,-160.8918,-540.7214
2026-03-01T11:30:00Z,2.202017,0.0,3.314618,0.020355,171.341,377.2958,-187.1465,-564.4423
2026-03-01T11:45:00Z,2.255136,0.0,3.518434,0.023034,169.488,382.2185,-210.2099,-592.4284
2026-03-01T12:00:00Z,2.307225,0.0,3.694487,0.029972,169.532,391.1485,-230.1041,-621.2526
2026-03-01T12:15:00Z,2.352466,0.0,3.837488,0.0412,168.187,395.6542,-242.8321,-638.4863
2026-03-01T12:30:00Z,2.385747,0.0,3.94301,0.057317,171.359,408.8192,-257.0293,-665.8485
2026-03-01T12:45:00Z,2.402996,0.0,4.00771,0.079371,162.491,390.4653,-247.8545,-638.3198
2026-03-01T13:00:00Z,2.401384,0.0,4.029512,0.108785,165.364,397.1024,-251.2447,-648.347
2026-03-01T13:15:00Z,2.379408,0.0,4.007709,0.147306,171.776,408.7251,-254.3996,-663.1247
2026-03-01T13:30:00Z,2.336902,0.0,3.943008,0.196953,167.6,391.6648,-236.1739,-627.8387
2026-03-01T13:45:00Z,2.274965,0.0,3.837484,0.259972,166.163,378.0151,-216.4351,-594.4501
2026-03-01T14:00:00Z,2.195831,0.0,3.694479,0.338759,170.6,374.6088,-197.8771,-572.4858
2026-03-01T14:15:00Z,2.102693,0.0,3.518418,0.435762,175.001,367.9734,-171.4946,-539.4679
2026-03-01T14:30:00Z,1.999488,0.0,3.314586,0.553349,173.024,345.9594,-131.8007,-477.7601
2026-03-01T14:45:00Z,1.890652,0.0,3.088863,0.693652,185.59,350.8861,-93.641,-444.5272
2026-03-01T15:00:00Z,1.780857,0.0,2.847447,0.858373,184.099,327.854,-38.3325,-366.1865
2026-03-01T15:15:00Z,1.674744,0.0,2.596572,1.048582,190.638,319.2699,24.1642,-295.1056
2026-03-01T15:30:00Z,1.576668,0.0,2.342246,1.264505,191.64,302.1526,95.6142,-206.5384
2026-03-01T15:45:00Z,1.490458,0.0,2.090029,1.505326,194.531,289.9403,176.1973,-113.743
2026-03-01T16:00:00Z,1.419224,0.0,1.844845,1.769018,209.337,297.096,281.2226,-15.8734
2026-03-01T16:15:00Z,1.365195,0.0,1.610849,2.052229,207.57,283.3735,374.9907,91.6172
2026-03-01T16:30:00Z,1.329628,0.0,1.391354,2.350235,219.364,291.6725,502.0166,210.3441
2026-03-01T16:45:00Z,1.312768,0.0,1.188797,2.656982,222.56,292.1697,618.929,326.7593
2026-03-01T17:00:00Z,1.313878,0.0,1.004768,2.965226,229.805,301.9358,752.4591,450.5232
2026-03-01T17:15:00Z,1.33133,0.0,0.840061,3.266773,234.83,312.6362,882.5008,569.8646
2026-03-01T17:30:00Z,1.36275,0.0,0.694775,3.552809,235.578,321.034,994.3239,673.2899
2026-03-01T17:45:00Z,1.405218,0.0,0.568414,3.814316,240.447,337.8804,1118.3477,780.4673
2026-03-01T18:00:00Z,1.455487,0.0,0.460016,4.04253,240.814,350.5016,1213.2211,862.7195
2026-03-01T18:15:00Z,1.510225,0.0,0.368272,4.229429,245.293,370.4477,1317.5625,947.1148
2026-03-01T18:30:00Z,1.56625,0.0,0.291644,4.368196,245.44,384.4205,1384.9694,1000.549
2026-03-01T18:45:00Z,1.620735,0.0,0.228467,4.453632,258.172,418.4283,1509.2475,1090.8193
2026-03-01T19:00:00Z,1.671375,0.0,0.177044,4.48248,252.229,421.5692,1507.5249,1085.9558
2026-03-01T19:15:00Z,1.716503,0.0,0.135715,4.453632,260.558,447.2486,1572.3163,1125.0677
2026-03-01T19:30:00Z,1.755137,0.0,0.102911,4.368196,248.314,435.8252,1494.9551,1059.1299
2026-03-01T19:45:00Z,1.786971,0.0,0.077194,4.229429,252.03,450.3703,1496.8581,1046.4878
2026-03-01T20:00:00Z,1.812301,0.0,0.057279,4.04253,252.31,457.2617,1462.7805,1005.5188
2026-03-01T20:15:00Z,1.831916,0.0,0.042043,3.814316,241.963,443.2558,1356.0063,912.7505
2026-03-01T20:30:00Z,1.846946,0.0,0.030526,3.552809,242.144,447.2269,1300.1265,852.8996
2026-03-01T20:45:00Z,1.85871,0.0,0.021925,3.266773,236.793,440.1295,1208.4866,768.3571
2026-03-01T21:00:00Z,1.868555,0.0,0.015578,2.965226,239.814,448.1056,1155.4727,707.367
2026-03-01T21:15:00Z,1.877724,0.0,0.010948,2.656982,236.338,443.7776,1069.1359,625.3583
2026-03-01T21:30:00Z,1.996799,0.0,0.007612,2.350235,229.624,458.5129,996.4354,537.9225
2026-03-01T21:45:00Z,1.98664,0.0,0.005235,2.052229,223.793,444.5961,902.6991,458.1029
2026-03-01T22:00:00Z,1.981559,0.0,0.003561,1.769018,221.764,439.4385,830.9532,391.5147
2026-03-01T22:15:00Z,1.981215,0.0,0.002397,1.505326,228.801,453.304,797.1756,343.8716
2026-03-01T22:30:00Z,1.985052,0.0,0.001596,1.264505,228.478,453.5408,742.0878,288.547
2026-03-01T22:45:00Z,1.992358,0.0,0.001051,1.048582,225.307,448.8922,684.9084,236.0162
2026-03-01T23:00:00Z,2.002329,0.0,0.000684,0.858373,213.66,427.8177,611.0715,183.2538
2026-03-01T23:15:00Z,2.014138,0.0,0.000441,0.693652,218.415,439.9179,591.3257,151.4078
2026-03-01T23:30:00Z,2.026991,0.0,0.000281,0.553349,212.677,431.0944,548.7193,117.6249
2026-03-01T23:45:00Z,2.040179,0.0,0.000177,0.435761,216.899,442.5128,536.9905,94.4778
2026-03-02T00:00:00Z,2.852629,0.0,0.590352,0.0,215.006,613.3323,486.4032,-126.9291
2026-03-02T00:15:00Z,2.999303,0.0,0.736976,0.0,213.826,641.3289,483.7442,-157.5847
2026-03-02T00:30:00Z,3.164865,0.0,0.902442,0.0,203.177,643.0277,459.6724,-183.3554
2026-03-02T00:45:00Z,3.346553,0.0,1.083945,0.0,207.628,694.8381,469.7807,-225.0573
2026-03-02T01:00:00Z,3.540032,0.0,1.277081,1e-06,203.366,719.9221,460.2074,-259.7148
2026-03-02T01:15:00Z,3.739458,0.0,1.475887,2e-06,209.939,785.0581,475.2125,-309.8456
2026-03-02T01:30:00Z,3.937725,0.0,1.673058,7e-06,207.519,817.1527,469.9629,-347.1898
2026-03-02T01:45:00Z,4.126892,0.0,1.860344,2e-05,210.588,869.0739,477.312,-391.7619
2026-03-02T02:00:00Z,4.298777,0.0,2.029087,5.3e-05,212.561,913.7524,482.4588,-431.2936
2026-03-02T02:15:00Z,4.44567,0.0,2.170875,0.000134,211.491,940.2192,481.127,-459.0923
2026-03-02T02:30:00Z,4.561085,0.0,2.278233,0.000326,204.763,933.9414,467.5101,-466.4313
2026-03-02T02:45:00Z,4.640469,0.0,2.345279,0.000759,205.336,952.8554,471.4409,-481.4145
2026-03-02T03:00:00Z,4.68177,0.0,2.368265,0.001694,207.378,970.8961,480.1213,-490.7747
2026-03-02T03:15:00Z,4.685743,0.0,2.345931,0.00362,212.898,997.5854,498.9122,-498.6732
2026-03-02T03:30:00Z,4.655942,0.0,2.279638,0.007409,206.95,963.5473,493.3095,-470.2377
2026-03-02T03:45:00Z,4.598321,0.0,2.173246,0.014518,210.483,967.8683,513.4928,-454.3755
2026-03-02T04:00:00Z,4.520461,0.0,2.032773,0.027242,210.905,953.3878,530.4112,-422.9766
2026-03-02T04:15:00Z,4.430501,0.0,1.865863,0.048945,211.274,936.0497,552.182,-383.8676
2026-03-02T04:30:00Z,4.335909,0.0,1.681145,0.084203,210.376,912.1713,576.213,-335.9583
2026-03-02T04:45:00Z,4.112206,0.0,1.487556,0.138707,206.341,848.5167,570.1938,-278.3229
2026-03-02T05:00:00Z,3.994182,0.0,1.293707,0.218785,215.626,861.2495,629.4685,-231.781
2026-03-02T05:15:00Z,3.875474,0.0,1.107358,0.330437,212.647,824.1079,658.898,-165.2099
2026-03-02T05:30:00Z,3.753605,0.0,0.935046,0.477871,210.598,790.5018,694.2215,-96.2803
2026-03-02T05:45:00Z,3.625244,0.0,0.781886,0.661732,209.362,758.9884,733.8328,-25.1556
2026-03-02T06:00:00Z,3.487959,0.0,0.651539,0.877414,219.094,764.1909,813.6788,49.488
2026-03-02T06:15:00Z,3.341902,0.0,0.546327,1.11398,216.56,723.7224,846.6534,122.931
2026-03-02T06:30:00Z,3.190842,0.0,0.46745,1.354256,211.94,676.2671,864.2167,187.9496
2026-03-02T06:45:00Z,3.042079,0.0,0.415262,1.576429,222.63,677.258,935.7685,258.5104
2026-03-02T07:00:00Z,2.905114,0.0,0.389562,1.757108,218.186,633.8551,932.2345,298.3794
2026-03-02T07:15:00Z,2.789377,0.0,0.389856,1.87531,214.349,597.9001,916.3057,318.4055
2026-03-02T07:30:00Z,2.701688,0.0,0.415576,1.916454,211.103,570.3345,887.1743,316.8398
2026-03-02T07:45:00Z,2.644288,0.0,0.466216,1.875317,212.434,561.7367,861.0777,299.3411
2026-03-02T08:00:00Z,2.614127,0.0,0.541399,1.757124,217.171,567.7126,831.7328,264.0202
2026-03-02T08:15:00Z,2.603683,0.0,0.640874,1.576459,215.309,560.5964,762.0363,201.4399
2026-03-02T08:30:00Z,2.60304,0.0,0.764436,1.354309,213.992,557.0298,683.2579,126.2281
2026-03-02T08:45:00Z,2.602565,0.0,0.911815,1.114073,212.829,553.9013,596.9477,43.0464
2026-03-02T09:00:00Z,2.595324,0.0,1.082516,0.87757,202.339,525.1353,483.6668,-41.4685
2026-03-02T09:15:00Z,2.578566,0.0,1.275662,0.661993,204.557,527.4636,401.9333,-125.5304
2026-03-02T09:30:00Z,2.553931,0.0,1.48983,0.478299,196.164,500.9894,302.5633,-198.4261
2026-03-02T09:45:00Z,2.52651,0.0,1.722914,0.331132,197.211,498.2556,223.7807,-274.4749
2026-03-02T10:00:00Z,2.503155,0.0,1.972024,0.219898,193.39,484.0852,145.2416,-338.8436
2026-03-02T10:15:00Z,2.490621,0.0,2.233426,0.140466,186.459,464.3988,74.1476,-390.2512
2026-03-02T10:30:00Z,2.494007,0.0,2.502554,0.08695,185.406,462.4039,14.5365,-447.8674
2026-03-02T10:45:00Z,2.515799,0.0,2.774063,0.053179,180.707,454.6225,-37.0603,-491.6827
2026-03-02T11:00:00Z,2.555581,0.0,3.041964,0.033685,174.266,445.3508,-78.89,-524.2409
2026-03-02T11:15:00Z,2.610309,0.0,3.299805,0.024195,179.627,468.8819,-119.5061,-588.388
2026-03-02T11:30:00Z,2.674949,0.0,3.540907,0.021756,168.883,451.7534,-142.5713,-594.3247
2026-03-02T11:45:00Z,2.743273,0.0,3.758638,0.02462,169.985,466.3152,-168.4119,-634.7271
2026-03-02T12:00:00Z,2.808642,0.0,3.94671,0.032036,170.611,479.1852,-188.7013,-667.8865
2026-03-02T12:15:00Z,2.864683,0.0,4.099474,0.044037,167.564,480.0178,-199.5275,-679.5452
2026-03-02T12:30:00Z,2.905807,0.0,4.212199,0.061263,161.681,469.8138,-201.3137,-671.1275
2026-03-02T12:45:00Z,2.927566,0.0,4.281317,0.084836,160.944,471.1742,-204.2243,-675.3985
2026-03-02T13:00:00Z,2.926873,0.0,4.304607,0.116276,163.598,478.8306,-206.372,-685.2026
2026-03-02T13:15:00Z,2.9021,0.0,4.281316,0.157448,161.634,469.0781,-197.4791,-666.5572
2026-03-02T13:30:00Z,2.853082,0.0,4.212197,0.210514,166.671,475.526,-191.4384,-666.9645
2026-03-02T13:45:00Z,2.781041,0.0,4.09947,0.277873,162.862,452.9259,-169.467,-622.3929
2026-03-02T14:00:00Z,2.688453,0.0,3.946702,0.362084,164.584,442.4763,-147.4943,-589.9706
2026-03-02T14:15:00Z,2.57885,0.0,3.758621,0.465766,167.23,431.261,-119.403,-550.6641
2026-03-02T14:30:00Z,2.456592,0.0,3.540873,0.59145,175.882,432.0702,-86.6801,-518.7503
2026-03-02T14:45:00Z,2.326597,0.0,3.29974,0.741414,179.659,417.9941,-41.6322,-459.6263
2026-03-02T15:00:00Z,2.194061,0.0,3.041843,0.917477,180.275,395.5343,12.5642,-382.9701
2026-03-02T15:15:00Z,2.064164,0.0,2.77384,1.120782,181.346,374.3279,74.5526,-299.7754
2026-03-02T15:30:00Z,1.941795,0.0,2.502152,1.351572,190.699,370.2983,150.884,-219.4143
2026-03-02T15:45:00Z,1.831291,0.0,2.232716,1.608975,199.034,364.4891,240.3434,-124.1457
2026-03-02T16:00:00Z,1.736221,0.0,1.970792,1.890824,194.961,338.4955,322.9046,-15.5908
2026-03-02T16:15:00Z,1.659221,0.0,1.720822,2.193535,206.632,342.8481,440.5259,97.6777
2026-03-02T16:30:00Z,1.601878,0.0,1.486341,2.512061,211.846,339.3513,556.6459,217.2945
2026-03-02T16:45:00Z,1.564691,0.0,1.269956,2.839929,223.156,349.1702,699.5189,350.3488
2026-03-02T17:00:00Z,1.547099,0.0,1.073363,3.169397,216.24,334.5447,787.7911,453.2464
2026-03-02T17:15:00Z,1.547572,0.0,0.897413,3.491706,221.129,342.2131,915.8867,573.6736
2026-03-02T17:30:00Z,1.563765,0.0,0.742207,3.797438,231.196,361.5362,1067.8932,706.357
2026-03-02T17:45:00Z,1.592722,0.0,0.60722,4.07695,233.107,371.2747,1180.0932,808.8185
2026-03-02T18:00:00Z,1.631117,0.0,0.491421,4.320879,242.142,394.962,1322.2344,927.2724
2026-03-02T18:15:00Z,1.675501,0.0,0.393414,4.520647,237.474,397.8879,1377.9983,980.1104
2026-03-02T18:30:00Z,1.722554,0.0,0.311554,4.668968,245.529,422.9368,1492.8084,1069.8715
2026-03-02T18:45:00Z,1.769303,0.0,0.244064,4.760287,245.368,434.1303,1542.2667,1108.1365
2026-03-02T19:00:00Z,1.813304,0.0,0.189131,4.791122,241.58,438.0581,1549.8069,1111.7488
2026-03-02T19:15:00Z,1.852762,0.0,0.14498,4.760287,248.389,460.2057,1606.597,1146.3913
2026-03-02T19:30:00Z,1.886583,0.0,0.109937,4.668968,248.49,468.7971,1601.6708,1132.8737
2026-03-02T19:45:00Z,1.914372,0.0,0.082464,4.520647,249.833,478.2733,1587.0777,1108.8044
2026-03-02T20:00:00Z,1.936355,0.0,0.061189,4.320879,248.803,481.7709,1541.5944,1059.8235
2026-03-02T20:15:00Z,1.953267,0.0,0.044913,4.07695,239.287,467.3915,1432.2057,964.8142
2026-03-02T20:30:00Z,1.966201,0.0,0.03261,3.797438,235.452,462.9459,1349.382,886.4361
2026-03-02T20:45:00Z,1.976438,0.0,0.023422,3.491706,240.9,476.1239,1311.6336,835.5097
2026-03-02T21:00:00Z,1.985295,0.0,0.016641,3.169397,235.656,467.8467,1210.8125,742.9658
2026-03-02T21:15:00Z,1.993979,0.0,0.011696,2.839929,225.943,450.5256,1089.5451,639.0194
2026-03-02T21:30:00Z,2.109555,0.0,0.008131,2.512061,233.794,493.2014,1078.605,585.4036
2026-03-02T21:45:00Z,2.100441,0.0,0.005592,2.193535,228.504,479.9592,979.9129,499.9537
2026-03-02T22:00:00Z,2.096645,0.0,0.003805,1.890824,225.834,473.4937,899.6468,426.1531
2026-03-02T22:15:00Z,2.097776,0.0,0.00256,1.608975,224.397,470.7346,831.2092,360.4746
2026-03-02T22:30:00Z,2.103224,0.0,0.001704,1.351572,213.019,448.0266,735.5741,287.5475
2026-03-02T22:45:00Z,2.112218,0.0,0.001122,1.120782,223.11,471.2571,721.0644,249.8073
2026-03-02T23:00:00Z,2.123901,0.0,0.000731,0.917477,220.633,468.6027,670.8671,202.2643
2026-03-02T23:15:00Z,2.137393,0.0,0.000471,0.741414,216.136,461.9676,622.112,160.1444
2026-03-02T23:30:00Z,2.151857,0.0,0.0003,0.59145,210.877,453.7771,578.4371,124.6599
2026-03-02T23:45:00Z,2.166547,0.0,0.000189,0.465766,207.878,450.3775,547.1606,96.7831
