datetime_utc,grid_consumption_kwh,grid_injection_kwh,battery_charge_kwh,battery_discharge_kwh,carbon_intensity_gco2_kwh,co2_with_g,co2_without_g,co2_saved_g
2026-02-01T10:30:00Z,1.197737,0.0,8.645218,0.322576,203.855,244.1646,-1452.4477,-1696.6123
2026-02-01T10:45:00Z,1.129623,0.0,9.583164,0.197289,195.79,221.1689,-1616.4914,-1837.6603
2026-02-01T11:00:00Z,1.107895,0.0,10.508644,0.124966,200.5,222.1329,-1859.7945,-2081.9274
2026-02-01T11:15:00Z,1.130426,0.0,11.39937,0.089761,189.416,214.1208,-1928.1001,-2142.2209
2026-02-01T11:30:00Z,1.188083,0.0,12.23227,0.080713,194.99,231.6644,-2137.7677,-2369.432
2026-02-01T11:45:00Z,1.266922,0.0,12.984436,0.091337,192.853,244.3297,-2242.1431,-2486.4727
2026-02-01T12:00:00Z,1.350509,0.0,13.634142,0.11885,183.739,248.1412,-2235.1451,-2483.2863
2026-02-01T12:15:00Z,1.421998,0.0,14.161873,0.163373,188.865,268.5656,-2375.2611,-2643.8268
2026-02-01T12:30:00Z,1.465771,0.0,14.551288,0.227279,180.678,264.8325,-2323.2008,-2588.0333
2026-02-01T12:45:00Z,1.468611,0.0,14.790059,0.31473,179.311,263.3381,-2332.2476,-2595.5857
2026-02-01T13:00:00Z,1.420447,0.0,14.870517,0.43137,182.343,259.0085,-2373.8689,-2632.8774
2026-02-01T13:15:00Z,1.314734,0.0,14.790057,0.584116,184.831,243.0036,-2382.6946,-2625.6982
2026-02-01T13:30:00Z,1.14855,0.0,14.551281,0.780984,185.53,213.0905,-2341.7126,-2554.8032
2026-02-01T13:45:00Z,0.922461,0.0,14.161858,1.030876,189.741,175.0286,-2316.457,-2491.4856
2026-02-01T14:00:00Z,0.640207,0.0,13.634112,1.343292,182.897,117.0919,-2130.862,-2247.954
2026-02-01T14:15:00Z,0.308266,0.0,12.984375,1.72794,194.468,59.9479,-2129.0686,-2189.0165
2026-02-01T14:30:00Z,0.0,0.064686,12.232152,2.194214,187.812,-12.1489,-1897.3941,-1885.2452
2026-02-01T14:45:00Z,0.0,0.468359,11.399145,2.750562,194.998,-91.3291,-1777.7856,-1686.4565
2026-02-01T15:00:00Z,0.0,0.891443,10.508224,3.403735,198.111,-176.6046,-1584.082,-1407.4774
2026-02-01T15:15:00Z,0.0,1.322181,9.582392,4.157976,202.076,-267.1811,-1363.3255,-1096.1444
2026-02-01T15:30:00Z,0.0,1.748887,8.643829,5.014181,204.865,-358.2857,-1101.8736,-743.5879
2026-02-01T15:45:00Z,0.0,2.160382,7.713048,5.969115,212.831,-459.7962,-830.9592,-371.163
2026-02-01T16:00:00Z,0.0,2.546343,6.808218,7.014742,218.961,-557.5498,-512.3292,45.2206
2026-02-01T16:15:00Z,0.0,2.897556,5.94468,8.137768,233.846,-677.5818,-164.737,512.8448
2026-02-01T16:30:00Z,0.0,3.206073,5.134653,9.319461,236.632,-758.6594,231.6,990.2594
2026-02-01T16:45:00Z,0.0,3.465292,4.387139,10.535815,241.383,-836.4626,647.7233,1484.1859
2026-02-01T17:00:00Z,0.0,3.66997,3.707996,11.758105,240.835,-883.8573,1054.8908,1938.7481
2026-02-01T17:15:00Z,0.0,3.816184,3.100164,12.953836,251.722,-960.6174,1519.7687,2480.3861
2026-02-01T17:30:00Z,0.0,3.901262,2.563998,14.088064,262.425,-1023.7888,2000.4142,3024.203
2026-02-01T17:45:00Z,0.0,3.923705,2.097676,15.125025,263.653,-1034.4966,2400.2031,3434.6997
2026-02-01T18:00:00Z,0.0,3.883093,1.697644,16.029971,269.642,-1047.045,2817.5523,3864.5973
2026-02-01T18:15:00Z,0.0,3.780015,1.359072,16.771088,274.936,-1039.2621,3198.0558,4237.3179
2026-02-01T18:30:00Z,0.0,3.615997,1.076282,17.321344,269.579,-974.7969,3404.5307,4379.3276
2026-02-01T18:45:00Z,0.0,3.39346,0.843135,17.660126,269.089,-913.1427,3612.1246,4525.2674
2026-02-01T19:00:00Z,0.0,3.115678,0.653365,17.77452,282.038,-878.7395,3950.0768,4828.8163
2026-02-01T19:15:00Z,0.0,2.786751,0.500843,17.660126,271.276,-755.9787,3898.9229,4654.9016
2026-02-01T19:30:00Z,0.0,2.411579,0.379783,17.321344,272.194,-656.4173,3954.9739,4611.3912
2026-02-01T19:45:00Z,0.0,1.995815,0.284877,16.771088,274.939,-548.7275,3983.9748,4532.7023
2026-02-01T20:00:00Z,0.0,1.545813,0.211381,16.029971,269.244,-416.2008,3842.8596,4259.0604
2026-02-01T20:15:00Z,0.0,1.068528,0.155154,15.125025,267.607,-285.9456,3720.0967,4006.0423
2026-02-01T20:30:00Z,0.0,0.571399,0.112654,14.088064,261.814,-149.6001,3509.3579,3658.958
2026-02-01T20:45:00Z,0.0,0.062178,0.080913,12.953836,267.379,-16.6251,3425.3242,3441.9493
2026-02-01T21:00:00Z,0.451263,0.0,0.057488,11.758105,259.735,117.2087,3156.2684,3039.0598
2026-02-01T21:15:00Z,0.961159,0.0,0.040404,10.535815,249.038,239.3651,2853.1212,2613.7562
2026-02-01T21:30:00Z,2.011547,0.0,0.028091,9.319461,246.215,495.2732,2782.9479,2287.6748
2026-02-01T21:45:00Z,2.387981,0.0,0.019319,8.137768,243.918,582.4717,2562.7075,1980.2359
2026-02-01T22:00:00Z,2.758275,0.0,0.013143,7.014742,245.255,676.4808,2393.6579,1717.1771
2026-02-01T22:15:00Z,3.114901,0.0,0.008845,5.969115,242.217,754.482,2198.1606,1443.6786
2026-02-01T22:30:00Z,3.451692,0.0,0.005888,5.014181,243.235,839.5724,2057.7645,1218.1921
2026-02-01T22:45:00Z,3.76392,0.0,0.003877,4.157976,241.416,908.6706,1911.5364,1002.8658
2026-02-01T23:00:00Z,4.048298,0.0,0.002526,3.403735,244.266,988.8614,1819.6612,830.7998
2026-02-01T23:15:00Z,4.302915,0.0,0.001628,2.750562,235.672,1014.0765,1661.9233,647.8468
2026-02-01T23:30:00Z,4.52712,0.0,0.001038,2.194214,234.932,1063.5653,1578.8126,515.2473
2026-02-01T23:45:00Z,4.72135,0.0,0.000654,1.727939,232.48,1097.6195,1499.1786,401.5591
2026-02-02T00:00:00Z,8.330584,0.0,2.149647,0.0,220.169,1834.1362,1360.8506,-473.2856
2026-02-02T00:15:00Z,8.864623,0.0,2.683552,0.0,221.12,1960.1455,1366.7585,-593.387
2026-02-02T00:30:00Z,9.467396,0.0,3.286061,0.0,212.055,2007.6086,1310.7831,-696.8255
2026-02-02T00:45:00Z,10.128809,0.0,3.94697,1e-06,214.311,2170.7152,1324.8363,-845.8789
2026-02-02T01:00:00Z,10.833012,0.0,4.650237,3e-06,212.672,2303.8783,1314.9038,-988.9745
2026-02-02T01:15:00Z,11.558616,0.0,5.374146,9e-06,221.878,2564.6026,1372.2,-1192.4027
2026-02-02T01:30:00Z,12.279565,0.0,6.092106,2.7e-05,219.135,2690.8824,1355.8946,-1334.9878
2026-02-02T01:45:00Z,12.966655,0.0,6.77407,7.4e-05,215.302,2791.7468,1333.2918,-1458.4549
2026-02-02T02:00:00Z,13.589652,0.0,7.388514,0.000196,212.634,2889.6221,1318.6145,-1571.0077
2026-02-02T02:15:00Z,14.119812,0.0,7.904808,0.000499,211.575,2987.3992,1315.045,-1672.3542
2026-02-02T02:30:00Z,14.532554,0.0,8.295731,0.001215,217.083,3154.7705,1354.1719,-1800.5985
2026-02-02T02:45:00Z,14.809967,0.0,8.539866,0.002831,217.466,3220.6644,1364.1496,-1856.5148
2026-02-02T03:00:00Z,14.942771,0.0,8.623562,0.00632,219.369,3277.9806,1387.6247,-1890.3559
2026-02-02T03:15:00Z,14.931398,0.0,8.542238,0.013507,214.709,3205.9056,1374.7104,-1831.1952
2026-02-02T03:30:00Z,14.785924,0.0,8.300844,0.027643,216.538,3201.7143,1410.2519,-1791.4625
2026-02-02T03:45:00Z,14.524666,0.0,7.913441,0.054169,219.776,3192.173,1464.8935,-1727.2795
2026-02-02T04:00:00Z,14.171524,0.0,7.401938,0.101641,224.58,3182.6408,1543.14,-1639.5007
2026-02-02T04:15:00Z,13.752317,0.0,6.794168,0.182615,221.363,3044.2541,1580.7009,-1463.5532
2026-02-02T04:30:00Z,13.290726,0.0,6.121553,0.314164,220.824,2934.9113,1652.5004,-1282.4109
2026-02-02T04:45:00Z,12.325088,0.0,5.416636,0.51752,215.615,2657.4738,1601.1507,-1056.323
2026-02-02T05:00:00Z,11.719198,0.0,4.710774,0.816296,216.641,2538.8588,1695.1551,-843.7037
2026-02-02T05:15:00Z,11.081872,0.0,4.032223,1.232874,218.859,2425.3675,1812.7048,-612.6627
2026-02-02T05:30:00Z,10.40749,0.0,3.404784,1.782954,217.982,2268.6454,1915.1155,-353.5299
2026-02-02T05:45:00Z,9.690338,0.0,2.847082,2.468948,216.914,2101.9701,2019.9476,-82.0225
2026-02-02T06:00:00Z,8.931093,0.0,2.372448,3.273665,222.245,1984.8908,2185.1818,200.291
2026-02-02T06:15:00Z,8.142611,0.0,1.98934,4.156301,219.636,1788.4104,2264.3532,475.9428
2026-02-02T06:30:00Z,7.352867,0.0,1.702125,5.052778,229.177,1685.108,2453.0005,767.8925
2026-02-02T06:45:00Z,6.603405,0.0,1.512094,5.881714,219.505,1449.4805,2408.6338,959.1533
2026-02-02T07:00:00Z,5.942935,0.0,1.418512,6.555835,223.003,1325.2924,2470.931,1145.6385
2026-02-02T07:15:00Z,5.417404,0.0,1.419584,6.996852,227.438,1232.1236,2500.6062,1268.4826
2026-02-02T07:30:00Z,5.059286,0.0,1.513238,7.150362,224.13,1133.9377,2397.3864,1263.4487
2026-02-02T07:45:00Z,4.879406,0.0,1.697631,6.996878,226.46,1104.9904,2305.0579,1200.0675
2026-02-02T08:00:00Z,4.863999,0.0,1.971397,6.555895,222.237,1080.9605,2099.8056,1018.8451
2026-02-02T08:15:00Z,4.978029,0.0,2.333613,5.881827,216.811,1079.2914,1848.5832,769.2918
2026-02-02T08:30:00Z,5.173795,0.0,2.783541,5.052979,223.92,1158.5161,1666.6885,508.1724
2026-02-02T08:45:00Z,5.402117,0.0,3.32019,4.156646,213.022,1150.7697,1328.9532,178.1835
2026-02-02T09:00:00Z,5.622804,0.0,3.941765,3.274248,217.71,1224.1406,1078.8155,-145.3251
2026-02-02T09:15:00Z,5.811601,0.0,4.645068,2.469919,210.034,1220.6339,763.7786,-456.8553
2026-02-02T09:30:00Z,5.962217,0.0,5.424918,1.78455,213.59,1273.4699,495.9236,-777.5463
2026-02-02T09:45:00Z,6.083679,0.0,6.273648,1.235465,200.393,1219.1266,209.5099,-1009.6167
2026-02-02T10:00:00Z,6.194546,0.0,7.180729,0.820447,195.795,1212.8611,-32.4503,-1245.3115
2026-02-02T10:15:00Z,6.316037,0.0,8.132575,0.524085,191.848,1211.719,-247.9545,-1459.6735
2026-02-02T10:30:00Z,6.465964,0.0,9.112549,0.324415,189.451,1224.9833,-439.9375,-1664.9207
2026-02-02T10:45:00Z,6.654655,0.0,10.101196,0.198414,193.892,1290.2844,-629.7857,-1920.0702
2026-02-02T11:00:00Z,6.883251,0.0,11.076705,0.125679,182.876,1258.7815,-743.8984,-2002.6798
2026-02-02T11:15:00Z,7.144065,0.0,12.01558,0.090273,181.481,1296.5121,-867.7047,-2164.2167
2026-02-02T11:30:00Z,7.422367,0.0,12.893504,0.081173,183.331,1360.7499,-988.1474,-2348.8973
2026-02-02T11:45:00Z,7.698857,0.0,13.686329,0.091858,178.734,1376.0475,-1053.7466,-2429.7942
2026-02-02T12:00:00Z,7.952236,0.0,14.371156,0.119527,177.365,1410.4483,-1117.2919,-2527.7402
2026-02-02T12:15:00Z,8.161475,0.0,14.927414,0.164304,173.276,1414.1878,-1143.9049,-2558.0927
2026-02-02T12:30:00Z,8.307625,0.0,15.33788,0.228575,170.523,1416.6411,-1159.8429,-2576.484
2026-02-02T12:45:00Z,8.375097,0.0,15.589558,0.316525,171.826,1439.0594,-1185.2449,-2624.3043
2026-02-02T13:00:00Z,8.352487,0.0,15.674365,0.433829,168.103,1404.0781,-1157.9018,-2561.9798
2026-02-02T13:15:00Z,8.232989,0.0,15.589556,0.587446,172.85,1423.0722,-1170.0424,-2593.1146
2026-02-02T13:30:00Z,8.014488,0.0,15.337873,0.785437,168.293,1348.7822,-1100.2909,-2449.0731
2026-02-02T13:45:00Z,7.699377,0.0,14.927399,1.036753,172.328,1326.8183,-1066.9288,-2393.7471
2026-02-02T14:00:00Z,7.294176,0.0,14.371124,1.350951,178.285,1300.4422,-1020.8594,-2321.3016
2026-02-02T14:15:00Z,6.808964,0.0,13.686265,1.737791,177.641,1209.5512,-912.9878,-2122.539
2026-02-02T14:30:00Z,6.256698,0.0,12.89338,2.206723,186.545,1167.1558,-826.3865,-1993.5423
2026-02-02T14:45:00Z,5.652453,0.0,12.015343,2.766243,180.042,1017.6789,-647.5476,-1665.2265
2026-02-02T15:00:00Z,5.012619,0.0,11.076262,3.42314,190.019,952.4928,-501.7458,-1454.2386
2026-02-02T15:15:00Z,4.354119,0.0,10.100383,4.181681,192.095,836.4045,-300.5486,-1136.9531
2026-02-02T15:30:00Z,3.693674,0.0,9.111084,5.042767,197.784,730.5495,-74.0985,-804.6481
2026-02-02T15:45:00Z,3.047146,0.0,8.129988,6.003145,198.44,604.6756,182.6248,-422.0508
2026-02-02T16:00:00Z,2.429004,0.0,7.176246,7.054733,211.659,514.1205,488.4011,-25.7194
2026-02-02T16:15:00Z,1.851906,0.0,6.266029,8.184162,216.228,400.4339,815.188,414.7541
2026-02-02T16:30:00Z,1.326419,0.0,5.412215,9.372592,216.843,287.6247,1146.4047,858.78
2026-02-02T16:45:00Z,0.860872,0.0,4.624292,10.595881,224.097,192.9189,1531.1339,1338.215
2026-02-02T17:00:00Z,0.461329,0.0,3.908437,11.825139,236.555,109.1297,1981.8652,1872.7354
2026-02-02T17:15:00Z,0.131669,0.0,3.267748,13.027687,240.04,31.6057,2374.3815,2342.7757
2026-02-02T17:30:00Z,0.0,0.126246,2.702599,14.168381,236.738,-29.8872,2684.4991,2714.3863
2026-02-02T17:45:00Z,0.0,0.312335,2.211069,15.211254,244.799,-76.4593,3105.973,3182.4323
2026-02-02T18:00:00Z,0.0,0.428032,1.789413,16.121359,254.959,-109.1305,3544.9282,3654.0587
2026-02-02T18:15:00Z,0.0,0.475995,1.432539,16.866701,260.817,-124.1476,3901.3443,4025.4919
2026-02-02T18:30:00Z,0.0,0.459834,1.134462,17.420094,263.048,-120.9583,4162.9447,4283.9031
2026-02-02T18:45:00Z,0.0,0.383855,0.888712,17.760808,259.227,-99.5056,4274.1972,4373.7028
2026-02-02T19:00:00Z,0.0,0.252857,0.688683,17.875853,255.114,-64.5075,4320.1802,4384.6877
2026-02-02T19:15:00Z,0.0,0.071973,0.527917,17.760808,265.601,-19.1162,4557.9567,4577.0729
2026-02-02T19:30:00Z,0.153437,0.0,0.400313,17.420094,259.623,39.8357,4458.5624,4418.7267
2026-02-02T19:45:00Z,0.417847,0.0,0.300276,16.866701,251.288,104.9999,4267.9436,4162.9437
2026-02-02T20:00:00Z,0.71559,0.0,0.222808,16.121359,256.129,183.2835,4255.3635,4072.0801
2026-02-02T20:15:00Z,1.040871,0.0,0.163541,15.211254,252.287,262.5982,4058.9405,3796.3423
2026-02-02T20:30:00Z,1.387769,0.0,0.118744,14.168381,253.877,352.3227,3919.2025,3566.8798
2026-02-02T20:45:00Z,1.750268,0.0,0.085287,13.027687,242.949,425.2259,3569.569,3144.3431
2026-02-02T21:00:00Z,2.1223,0.0,0.060596,11.825139,241.4,512.3231,3352.2839,2839.9607
2026-02-02T21:15:00Z,2.497831,0.0,0.042588,10.595881,244.689,611.1917,3193.4662,2582.2745
2026-02-02T21:30:00Z,3.261863,0.0,0.029609,9.372592,230.807,752.8607,2909.2866,2156.4258
2026-02-02T21:45:00Z,3.552816,0.0,0.020363,8.184162,230.029,817.2507,2695.1611,1877.9105
2026-02-02T22:00:00Z,3.843186,0.0,0.013853,7.054733,234.774,902.2802,2555.2957,1653.0155
2026-02-02T22:15:00Z,4.126673,0.0,0.009323,6.003145,233.927,965.3403,2367.457,1402.1168
2026-02-02T22:30:00Z,4.397889,0.0,0.006206,5.042767,228.83,1006.3688,2158.885,1152.5162
2026-02-02T22:45:00Z,4.652463,0.0,0.004087,4.181681,224.436,1044.1801,1981.7825,937.6024
2026-02-02T23:00:00Z,4.887101,0.0,0.002662,3.42314,222.657,1088.1473,1849.7406,761.5933
2026-02-02T23:15:00Z,5.099589,0.0,0.001716,2.766243,219.499,1119.3548,1726.1658,606.811
2026-02-02T23:30:00Z,5.288744,0.0,0.001094,2.206723,216.836,1146.7902,1625.0501,478.2599
2026-02-02T23:45:00Z,5.454321,0.0,0.00069,1.73779,225.262,1228.6513,1619.954,391.3027
